speaker1,speaker2
" bofu give me directions to the local coffee shop eofu bofu Would you give me route details please? eofu bofu Okay, thanks, please pick a route with no traffic and let's go there eofu"," bofu I see one nearby coffee shop which is Cafe Venetia located at 269 Alger Dr it is 4 miles away and there is no traffic.  eofu bofu Providing directions to 269 Alger Dr now.  eofu bofu Sure, just follow the directions on your screen, there shouldn't be any traffic! eofu"
 bofu schedule lab test eofu bofu I'd like to set a reminder for an upcoming lab test. eofu, bofu Error eofu
 bofu what is the current temperature eofu bofu Redwood City eofu bofu Thank you! eofu, bofu Can you tell me what location you need data for? eofu bofu In redwood City today the temperature is a low of 90F with a high of 100F eofu bofu you're welcome eofu
 bofu Where is the closest shopping center located at? eofu bofu Please give me directions via a quick route. Thank you.  eofu bofu Thank you eofu," bofu The closest shopping center to you is located at 338 Alester Ave, about 5 miles away. eofu bofu I am sending the directions now. There is no traffic en route to Midtown Shopping Center. eofu bofu You're welcome, have a good day.  eofu"
" bofu Will it be stormy in Grand Rapids during the week? eofu bofu Alright, thank you eofu", bofu It is predicted to be stormy in grand rapids on Tuesday. eofu bofu You are welcome. eofu
" bofu Please give me the address and directions via the quickest route to the nearest gas station.  eofu bofu Let's try to go to Shell. eofu bofu Ok car assitant, plot the quickest route to Shell. eofu bofu Thank you car assistant  eofu"," bofu The Valero and Shell are both 3 miles away, but there is a road block nearby. Do you prefer one one? eofu bofu Okay, there is moderate traffic on the route to Shell. You will find it at 53 University Av eofu bofu Setting navigation to Shell now.  eofu bofu You are welcome driver! eofu"
 bofu Remind me that next week at 5pm I have tennis with Jon. eofu bofu ok thanks! eofu," bofu Ok, I have I will remind you next week that you have tennis with Jon at 5pm. eofu bofu You are welcome. eofu"
" bofu what's the weather today eofu bofu The temperature in Exeter. eofu bofu Okay, thanks! eofu", bofu In what city? eofu bofu It is between 60-70F today in Exeter. eofu bofu anytime eofu
 bofu update me on the weekly weather forecast for this week eofu bofu Will it be dry in Durham next week? eofu bofu Thanks. eofu, bofu What city would you like to hear the weather forecast for? eofu bofu It will be dry on Monday in Durham. eofu bofu happy to help eofu
 bofu schedule doctor's appointment for august 3 at 10 eofu bofu Thank you eofu, bofu I have scheduled your appointment. eofu bofu you are very welcome eofu
 bofu is it cloudy today eofu bofu Menlo Park. eofu bofu Thanks! eofu, bofu What city are you asking about? eofu bofu It is clear today in Menlo Park. eofu bofu happy to help eofu
 bofu Will there be clear skies in Redwood City next week? eofu bofu Thank you. eofu, bofu There will not be clear skies in Redwood City next week. eofu bofu You are welcome. eofu
" bofu Where can I eat pizza? eofu bofu Give me the address and name of the restaurant that is closest and located via the quickest route, please.  eofu bofu Then pick a quick route and let's go there! eofu", bofu I have a couple listings for pizza shops. Which one would you like to know about? eofu bofu Papa Johns is closest at 4 miles and moderate traffic. It's located at 110 Arastradero Rd.  eofu bofu Route to Papa Johns set and have a safe trip. eofu
" bofu what are some nearby hotels eofu bofu Send me its address and pick a route to avoid all heavy traffic please eofu bofu That sounds good, thank you car! eofu"," bofu I have one hotel listed 4 miles away. What info would you like on it? eofu bofu Then we're navigating to Hotel Keen, its address is 578 Arbol Dr. There is moderate traffic and you should be able to reach in just few minutes eofu bofu You're welcome! eofu"
" bofu Find a parking garage. eofu bofu Stanford Oval please. eofu bofu Please pick the fastest way to go there, thank you! eofu"," bofu There is 2 local parking garage's; both are 3 miles away. Palo Alto Garage has moderate traffic and Stanford Oval has no traffic. Which one do you prefer? eofu bofu Alright, Stanford Oval Parking is located at 610 Amarillo Ave eofu bofu Fastest route chosen, we should arrive shortly.  eofu"
 bofu make a reminder for me to pick up my prescription later today eofu," bofu Okay, I will set up a reminder to pick up prescription later today. eofu"
 bofu show me what time i need to take my pills eofu bofu Thank you. eofu, bofu You need to take your medicine at 3 pm. eofu bofu You are welcome.  eofu
 bofu Find home address that is within the distance of 5 miles. eofu bofu Thanks! eofu," bofu Your home is 3 miles away and there is no traffic on our way, I sent its position on your screen eofu bofu You're welcome and stay safe.  eofu"
" bofu Remind me about my football activity on the 1st, at 1 pm with my brother eofu bofu Thanks eofu", bofu All set for reminder about football activity with your brother on the 1st at 1 pm! eofu bofu you're welcome eofu
 bofu set an appointment for a meeting on my calendar eofu, bofu What day and time on the calendar should I set the meeting? eofu
 bofu Find out if it will drizzle today or tomorrow in downtown Chicago eofu bofu Thanks. eofu, bofu There will be no drizzle in downtown Chicago today and tomorrow.  eofu bofu you are very welcome eofu
 bofu When is the football? eofu bofu Who is going? eofu bofu Thank you eofu, bofu The football game is Friday at 9 am.  eofu bofu Alex will be at the football activity on Friday at 9 am. eofu bofu no problem eofu
 bofu I need to find out the time and parties attending my optometrist appointment.  eofu bofu I want to know about the one that Alex is joining me at eofu bofu Thanks eofu," bofu I have 3 appointments scheduled, with Alex, your sister, and Jeff.  Which are you interested in? eofu bofu That optometrist appointment is at 4 pm. eofu bofu no problem eofu"
" bofu Where can I go shopping? eofu bofu It sounds good, thank you, please send a quick route on the map eofu"," bofu I suggest you Ravenswood Shopping Center, it's 5 miles away and there is moderate traffic eofu bofu GPS set to 434 Arastradero Rd and we should arrive shortly.  eofu"
 bofu Car I need to go to a grocery store: which one is it the closest to me? eofu bofu Would you give me the address and enter directions to the location? eofu bofu Thanks! eofu, bofu We're 4 miles away from Trader Joes and there is no traffic on our way eofu bofu The address is 408 University Ave; setting directions now.  eofu bofu You are welcome eofu
 bofu what time is my yoga class eofu bofu Thank you eofu, bofu Your class is at 1 PM eofu
 bofu what's the weather going to be like this week eofu bofu Is it going to foggy is Compton anytime this week? eofu bofu On what day will it be foggy? eofu bofu Thanks car. eofu, bofu What city do you want the weather for? eofu bofu The forecast predicts that it will be foggy on Friday in Compton this week. eofu bofu It will be foggy on Friday in Compton. eofu bofu You're welcome. eofu
 bofu remind me about the date and time that he was going to be there and what the agenda is for his business meaning eofu bofu Thank you. eofu, bofu The meeting is on Tuesday at 1 pm. The purpose is listed as to discuss the company picnic. eofu
" bofu I would like to know what time and day my tennis is.  eofu bofu Perfect, thanks! eofu", bofu Your tennis activity is on Monday at 3 pm. eofu bofu no problem eofu
" bofu Where is there a shopping center within 5 miles? eofu bofu Mmm, no, I wanted some route with no traffic... Is it the only option? eofu bofu Well okay I guess it will have to do then where is it located? eofu bofu Ok that's fine just set the navigation.  eofu bofu Thanks so much.  eofu"," bofu We're 2 miles away from Town and Country but there is a car collision nearby, we might lose lot of time eofu bofu Currently Town and Country is the only option. eofu bofu Town and Country is at 383 University Ave. but be aware there is a car collision being reported nearby.  eofu bofu Navigation set for Town and Country. eofu bofu You are welcome eofu"
" bofu what is the weather going to be today and tomorrow eofu bofu Compton, please! eofu bofu Thank you. eofu", bofu What city would you like the weather for? eofu bofu It will be between 70-90F on Monday and 90-100F on Tuesday in Compton. eofu bofu You're welcome.  eofu
 bofu get directions to home eofu bofu I need a route with no traffic please.  eofu bofu Thanks. I hope we miss most of it.  eofu," bofu Home is 5 miles away at 5671 Barringer Street.  eofu bofu The only route I have has a lot of traffic. It is 5 miles away. I will try my best to avoid the traffic.  eofu bofu You're welcome, I hope so too eofu"
" bofu get me directions to the closest starbucks eofu bofu Thank you car, please send me the address on screen and avoid all heavy traffic! eofu"," bofu Navigating you to Starbucks. eofu bofu You're welcome, navigating you to 792 Bedoin Street! eofu"
 bofu Where can I fill up? eofu bofu Can I get the fastest route please. eofu bofu Thank you.  eofu," bofu Chevron is 4 miles away. eofu bofu There is no traffic, so I will display those directions to those GPS now.  eofu bofu You're welcome! eofu"
 bofu make a note that at 5 pm on the 12th i have yoga eofu bofu Thank you! eofu," bofu Okay, making note of your yoga appointment at 5 pm on the 12th.  eofu bofu You are very welcome. eofu"
 bofu what is the date location and time of my next conference eofu," bofu Hello, we need to pick him up by 11 AM and bring him to the Conference. eofu"
" bofu What is the date, time, and agenda of my next conference? eofu bofu Thank you. eofu", bofu You next conference is Tuesday at 6pm to discuss onboard new members in 100 conference room eofu bofu You're welcome. eofu
 bofu I need a route to my friends that avoids heavy traffic.  eofu bofu Yes I need to get there. What's the address? eofu bofu Thanks! eofu, bofu We're 7 miles away from Jack's house but there is a car collision nearby: are you sure you want to go there today? eofu bofu Jacks house is at 864 Almanor Ln.  eofu bofu You're welcome! eofu
 bofu what's the temperature going to be like this week eofu bofu Cleveland eofu bofu Thank you eofu, bofu You want the weekly temperature for what city? eofu bofu The temperature in Cleveland this week is showing lows of 20F and highs in the 100Fs eofu bofu You are welcome. eofu
" bofu Where can I get some tea. eofu bofu Yes, please! Send me the fastest route with no traffic eofu bofu Thank you very much car, pick some route with no traffic please and let's go! eofu", bofu I have a place called Philz that serves tea. Would you like more info? eofu bofu The address to Philz is 583 Alester Ave. I am now setting GPS for fastest route with no traffic.  eofu bofu OK! eofu
